ds,yhat,yhat_lower,yhat_upper
2020-08-31,528869.2527008279,522183.46762077004,535300.3313404055
2020-09-30,531388.834139501,525172.2980360246,537773.2741794835
2020-10-31,533609.6245960655,526922.4711237465,539974.7351513105
2020-11-30,536361.043489191,530300.5839925009,543215.488330319
2020-12-31,539299.6239880464,532740.776674225,546403.8126706802
2021-01-31,542251.2319541178,535454.9282921664,548936.5290619561
2021-02-28,544620.0792128217,537864.1412171039,550738.8487617556
2021-03-31,547850.125525847,541078.9983334263,554459.971859922
2021-04-30,551278.7886697112,544840.5691543282,557997.0978117464
2021-05-31,554720.5833853423,547892.7641985131,561177.9547981649
2021-06-30,557932.5227144641,551137.2395760611,564552.7689006745
2021-07-31,560806.2880457502,554830.8495722973,567274.1708214262
2021-08-31,563500.5579913572,557024.0437223342,570029.7754146231
2021-09-30,565993.0908831954,559478.1316190355,572542.2510185294
2021-10-31,568316.128718432,561645.6205079367,574807.3507103114
2021-11-30,570937.0546746319,564165.0783232916,577373.1511820797
2021-12-31,573707.5705461125,567331.3400108544,580199.1173025841
2022-01-31,576679.0719004292,570701.3028493446,583500.2290077191
2022-02-28,579391.3539852405,573417.0585728055,585847.6078075682
2022-03-31,582575.0128313812,576563.7417016804,588947.4481228318
2022-04-30,585815.1413156039,579518.7425753704,592095.9903610317
2022-05-31,589179.002663643,582742.9229615312,595944.2227163971
2022-06-30,592425.3854058749,585945.0556820363,599028.2483730804
2022-07-31,595418.635763111,589323.4296572394,602029.9117391331
2022-08-31,598133.1540784328,591472.3705335007,604494.7348158105
2022-09-30,600597.9624552925,594130.6714469572,607192.714245091
2022-10-31,603020.9887827765,596469.5386777751,609312.8622739776
2022-11-30,605508.091799179,598472.7499159984,611950.2884954001
2022-12-31,608113.7753739861,601907.7108661111,614623.791465265
2023-01-31,611111.8877831958,604419.2480133427,617676.4075694681
2023-02-28,614166.3574272171,607576.4104920886,620380.9986715898
2023-03-31,617296.683174634,610984.6387285182,624162.0094448847
2023-04-30,620346.4419164145,613792.3025399335,626562.6238585288
2023-05-31,623635.7888442664,616923.2882700205,630368.9608707516
2023-06-30,626920.8611106009,620548.2788721707,633567.7172303896
2023-07-31,630034.1080485976,623909.8618624602,636374.6322032926
2023-08-31,632766.9626003815,626884.8669328255,638863.2058264902
2023-09-30,635203.3645706866,629291.9498452409,641552.0882598478
